"","X","date","time","pop","eggs","date_time","pop_type","date_time_pop"
"1087",967,"2022-03-27","overnight","rap2",19,"2022-03-27_am","anc","2022-03-27_am_rap2"
"1088",968,"2022-03-27","overnight","rap3",22,"2022-03-27_am","anc","2022-03-27_am_rap3"
"1089",969,"2022-03-27","overnight","rap4",11,"2022-03-27_am","anc","2022-03-27_am_rap4"
"1090",970,"2022-03-27","overnight","rap5",18,"2022-03-27_am","anc","2022-03-27_am_rap5"
"1091",971,"2022-03-27","daytime","evo1",5,"2022-03-27_pm","evo","2022-03-27_pm_evo1"
"1092",972,"2022-03-27","daytime","evo2",2,"2022-03-27_pm","evo","2022-03-27_pm_evo2"
"1093",973,"2022-03-27","daytime","evo3",10,"2022-03-27_pm","evo","2022-03-27_pm_evo3"
"1094",974,"2022-03-27","daytime","evo4",15,"2022-03-27_pm","evo","2022-03-27_pm_evo4"
"1095",975,"2022-03-27","daytime","evo5",4,"2022-03-27_pm","evo","2022-03-27_pm_evo5"
"1096",976,"2022-03-27","daytime","rap1",23,"2022-03-27_pm","anc","2022-03-27_pm_rap1"
"1097",977,"2022-03-27","daytime","rap2",22,"2022-03-27_pm","anc","2022-03-27_pm_rap2"
"1098",978,"2022-03-27","daytime","rap3",18,"2022-03-27_pm","anc","2022-03-27_pm_rap3"
"1099",979,"2022-03-27","daytime","rap4",11,"2022-03-27_pm","anc","2022-03-27_pm_rap4"
"1100",980,"2022-03-27","daytime","rap5",15,"2022-03-27_pm","anc","2022-03-27_pm_rap5"
"1101",1121,"2022-03-28","overnight","evo1",6,"2022-03-28_am","evo","2022-03-28_am_evo1"
"1102",1122,"2022-03-28","overnight","evo2",3,"2022-03-28_am","evo","2022-03-28_am_evo2"
"1103",1123,"2022-03-28","overnight","evo3",4,"2022-03-28_am","evo","2022-03-28_am_evo3"
"1104",1124,"2022-03-28","overnight","evo4",9,"2022-03-28_am","evo","2022-03-28_am_evo4"
"1105",1125,"2022-03-28","overnight","evo5",9,"2022-03-28_am","evo","2022-03-28_am_evo5"
"1106",1126,"2022-03-28","overnight","rap1",42,"2022-03-28_am","anc","2022-03-28_am_rap1"
"1107",1127,"2022-03-28","overnight","rap2",20,"2022-03-28_am","anc","2022-03-28_am_rap2"
"1108",1128,"2022-03-28","overnight","rap3",29,"2022-03-28_am","anc","2022-03-28_am_rap3"
"1109",1129,"2022-03-28","overnight","rap4",14,"2022-03-28_am","anc","2022-03-28_am_rap4"
"1110",1130,"2022-03-28","overnight","rap5",24,"2022-03-28_am","anc","2022-03-28_am_rap5"
"1111",1131,"2022-03-28","daytime","evo1",7,"2022-03-28_pm","evo","2022-03-28_pm_evo1"
"1112",1132,"2022-03-28","daytime","evo2",3,"2022-03-28_pm","evo","2022-03-28_pm_evo2"
"1113",1133,"2022-03-28","daytime","evo3",0,"2022-03-28_pm","evo","2022-03-28_pm_evo3"
"1114",1134,"2022-03-28","daytime","evo4",9,"2022-03-28_pm","evo","2022-03-28_pm_evo4"
"1115",1135,"2022-03-28","daytime","evo5",2,"2022-03-28_pm","evo","2022-03-28_pm_evo5"
"1116",1136,"2022-03-28","daytime","rap1",10,"2022-03-28_pm","anc","2022-03-28_pm_rap1"
"1117",1137,"2022-03-28","daytime","rap2",30,"2022-03-28_pm","anc","2022-03-28_pm_rap2"
"1118",1138,"2022-03-28","daytime","rap3",29,"2022-03-28_pm","anc","2022-03-28_pm_rap3"
"1119",1139,"2022-03-28","daytime","rap4",11,"2022-03-28_pm","anc","2022-03-28_pm_rap4"
"1120",1140,"2022-03-28","daytime","rap5",17,"2022-03-28_pm","anc","2022-03-28_pm_rap5"
"1121",981,"2022-03-29","overnight","evo1",5,"2022-03-29_am","evo","2022-03-29_am_evo1"
"1122",982,"2022-03-29","overnight","evo2",9,"2022-03-29_am","evo","2022-03-29_am_evo2"
"1123",983,"2022-03-29","overnight","evo3",8,"2022-03-29_am","evo","2022-03-29_am_evo3"
"1124",984,"2022-03-29","overnight","evo4",2,"2022-03-29_am","evo","2022-03-29_am_evo4"
"1125",985,"2022-03-29","overnight","evo5",4,"2022-03-29_am","evo","2022-03-29_am_evo5"
"1126",986,"2022-03-29","overnight","rap1",27,"2022-03-29_am","anc","2022-03-29_am_rap1"
"1127",987,"2022-03-29","overnight","rap2",39,"2022-03-29_am","anc","2022-03-29_am_rap2"
"1128",988,"2022-03-29","overnight","rap3",36,"2022-03-29_am","anc","2022-03-29_am_rap3"
"1129",989,"2022-03-29","overnight","rap4",10,"2022-03-29_am","anc","2022-03-29_am_rap4"
"1130",990,"2022-03-29","overnight","rap5",17,"2022-03-29_am","anc","2022-03-29_am_rap5"
"1131",1031,"2022-03-29","daytime","evo1",6,"2022-03-29_pm","evo","2022-03-29_pm_evo1"
"1132",1032,"2022-03-29","daytime","evo2",NA,"2022-03-29_pm","evo","2022-03-29_pm_evo2"
"1133",1033,"2022-03-29","daytime","evo3",5,"2022-03-29_pm","evo","2022-03-29_pm_evo3"
"1134",1034,"2022-03-29","daytime","evo4",15,"2022-03-29_pm","evo","2022-03-29_pm_evo4"
"1135",1035,"2022-03-29","daytime","evo5",1,"2022-03-29_pm","evo","2022-03-29_pm_evo5"
"1136",1036,"2022-03-29","daytime","rap1",18,"2022-03-29_pm","anc","2022-03-29_pm_rap1"
"1137",1037,"2022-03-29","daytime","rap2",35,"2022-03-29_pm","anc","2022-03-29_pm_rap2"
"1138",1038,"2022-03-29","daytime","rap3",32,"2022-03-29_pm","anc","2022-03-29_pm_rap3"
"1139",1039,"2022-03-29","daytime","rap4",12,"2022-03-29_pm","anc","2022-03-29_pm_rap4"
"1140",1040,"2022-03-29","daytime","rap5",25,"2022-03-29_pm","anc","2022-03-29_pm_rap5"
"1141",1141,"2022-03-30","overnight","evo1",10,"2022-03-30_am","evo","2022-03-30_am_evo1"
"1142",1142,"2022-03-30","overnight","evo2",1,"2022-03-30_am","evo","2022-03-30_am_evo2"
"1143",1143,"2022-03-30","overnight","evo3",8,"2022-03-30_am","evo","2022-03-30_am_evo3"
"1144",1144,"2022-03-30","overnight","evo4",44,"2022-03-30_am","evo","2022-03-30_am_evo4"
"1145",1145,"2022-03-30","overnight","evo5",1,"2022-03-30_am","evo","2022-03-30_am_evo5"
"1146",1146,"2022-03-30","overnight","rap1",34,"2022-03-30_am","anc","2022-03-30_am_rap1"
"1147",1147,"2022-03-30","overnight","rap2",19,"2022-03-30_am","anc","2022-03-30_am_rap2"
"1148",1148,"2022-03-30","overnight","rap3",27,"2022-03-30_am","anc","2022-03-30_am_rap3"
"1149",1149,"2022-03-30","overnight","rap4",4,"2022-03-30_am","anc","2022-03-30_am_rap4"
"1150",1150,"2022-03-30","overnight","rap5",9,"2022-03-30_am","anc","2022-03-30_am_rap5"
"1151",1151,"2022-03-30","daytime","evo1",16,"2022-03-30_pm","evo","2022-03-30_pm_evo1"
"1152",1152,"2022-03-30","daytime","evo2",1,"2022-03-30_pm","evo","2022-03-30_pm_evo2"
"1153",1153,"2022-03-30","daytime","evo3",11,"2022-03-30_pm","evo","2022-03-30_pm_evo3"
"1154",1154,"2022-03-30","daytime","evo4",4,"2022-03-30_pm","evo","2022-03-30_pm_evo4"
"1155",1155,"2022-03-30","daytime","evo5",5,"2022-03-30_pm","evo","2022-03-30_pm_evo5"
"1156",1156,"2022-03-30","daytime","rap1",16,"2022-03-30_pm","anc","2022-03-30_pm_rap1"
"1157",1157,"2022-03-30","daytime","rap2",27,"2022-03-30_pm","anc","2022-03-30_pm_rap2"
"1158",1158,"2022-03-30","daytime","rap3",33,"2022-03-30_pm","anc","2022-03-30_pm_rap3"
"1159",1159,"2022-03-30","daytime","rap4",12,"2022-03-30_pm","anc","2022-03-30_pm_rap4"
"1160",1160,"2022-03-30","daytime","rap5",18,"2022-03-30_pm","anc","2022-03-30_pm_rap5"
"1161",1161,"2022-03-31","overnight","evo1",5,"2022-03-31_am","evo","2022-03-31_am_evo1"
"1162",1162,"2022-03-31","overnight","evo2",3,"2022-03-31_am","evo","2022-03-31_am_evo2"
"1163",1163,"2022-03-31","overnight","evo3",3,"2022-03-31_am","evo","2022-03-31_am_evo3"
"1164",1164,"2022-03-31","overnight","evo4",2,"2022-03-31_am","evo","2022-03-31_am_evo4"
"1165",1165,"2022-03-31","overnight","evo5",2,"2022-03-31_am","evo","2022-03-31_am_evo5"
"1166",1166,"2022-03-31","overnight","rap1",35,"2022-03-31_am","anc","2022-03-31_am_rap1"
"1167",1167,"2022-03-31","overnight","rap2",14,"2022-03-31_am","anc","2022-03-31_am_rap2"
"1168",1168,"2022-03-31","overnight","rap3",30,"2022-03-31_am","anc","2022-03-31_am_rap3"
"1169",1169,"2022-03-31","overnight","rap4",11,"2022-03-31_am","anc","2022-03-31_am_rap4"
"1170",1170,"2022-03-31","overnight","rap5",8,"2022-03-31_am","anc","2022-03-31_am_rap5"
"1171",1171,"2022-03-31","daytime","evo1",1,"2022-03-31_pm","evo","2022-03-31_pm_evo1"
"1172",1172,"2022-03-31","daytime","evo2",0,"2022-03-31_pm","evo","2022-03-31_pm_evo2"
"1173",1173,"2022-03-31","daytime","evo3",6,"2022-03-31_pm","evo","2022-03-31_pm_evo3"
"1174",1174,"2022-03-31","daytime","evo4",8,"2022-03-31_pm","evo","2022-03-31_pm_evo4"
"1175",1175,"2022-03-31","daytime","evo5",1,"2022-03-31_pm","evo","2022-03-31_pm_evo5"
"1176",1176,"2022-03-31","daytime","rap1",36,"2022-03-31_pm","anc","2022-03-31_pm_rap1"
"1177",1177,"2022-03-31","daytime","rap2",25,"2022-03-31_pm","anc","2022-03-31_pm_rap2"
"1178",1178,"2022-03-31","daytime","rap3",23,"2022-03-31_pm","anc","2022-03-31_pm_rap3"
"1179",1179,"2022-03-31","daytime","rap4",16,"2022-03-31_pm","anc","2022-03-31_pm_rap4"
"1180",1180,"2022-03-31","daytime","rap5",17,"2022-03-31_pm","anc","2022-03-31_pm_rap5"
"1181",1181,"2022-04-01","overnight","evo1",6,"2022-04-01_am","evo","2022-04-01_am_evo1"
"1182",1182,"2022-04-01","overnight","evo2",2,"2022-04-01_am","evo","2022-04-01_am_evo2"
"1183",1183,"2022-04-01","overnight","evo3",2,"2022-04-01_am","evo","2022-04-01_am_evo3"
"1184",1184,"2022-04-01","overnight","evo4",4,"2022-04-01_am","evo","2022-04-01_am_evo4"
"1185",1185,"2022-04-01","overnight","evo5",1,"2022-04-01_am","evo","2022-04-01_am_evo5"
"1186",1186,"2022-04-01","overnight","rap1",23,"2022-04-01_am","anc","2022-04-01_am_rap1"
"1187",1187,"2022-04-01","overnight","rap2",15,"2022-04-01_am","anc","2022-04-01_am_rap2"
"1188",1188,"2022-04-01","overnight","rap3",21,"2022-04-01_am","anc","2022-04-01_am_rap3"
"1189",1189,"2022-04-01","overnight","rap4",5,"2022-04-01_am","anc","2022-04-01_am_rap4"
"1190",1190,"2022-04-01","overnight","rap5",4,"2022-04-01_am","anc","2022-04-01_am_rap5"
"1191",1191,"2022-04-01","daytime","evo1",6,"2022-04-01_pm","evo","2022-04-01_pm_evo1"
"1192",1192,"2022-04-01","daytime","evo2",0,"2022-04-01_pm","evo","2022-04-01_pm_evo2"
"1193",1193,"2022-04-01","daytime","evo3",7,"2022-04-01_pm","evo","2022-04-01_pm_evo3"
"1194",1194,"2022-04-01","daytime","evo4",2,"2022-04-01_pm","evo","2022-04-01_pm_evo4"
"1195",1195,"2022-04-01","daytime","evo5",9,"2022-04-01_pm","evo","2022-04-01_pm_evo5"
"1196",1196,"2022-04-01","daytime","rap1",25,"2022-04-01_pm","anc","2022-04-01_pm_rap1"
"1197",1197,"2022-04-01","daytime","rap2",21,"2022-04-01_pm","anc","2022-04-01_pm_rap2"
"1198",1198,"2022-04-01","daytime","rap3",22,"2022-04-01_pm","anc","2022-04-01_pm_rap3"
"1199",1199,"2022-04-01","daytime","rap4",10,"2022-04-01_pm","anc","2022-04-01_pm_rap4"
"1200",1200,"2022-04-01","daytime","rap5",9,"2022-04-01_pm","anc","2022-04-01_pm_rap5"
"1201",1201,"2022-04-02","overnight","evo1",0,"2022-04-02_am","evo","2022-04-02_am_evo1"
"1202",1202,"2022-04-02","overnight","evo2",3,"2022-04-02_am","evo","2022-04-02_am_evo2"
"1203",1203,"2022-04-02","overnight","evo3",6,"2022-04-02_am","evo","2022-04-02_am_evo3"
"1204",1204,"2022-04-02","overnight","evo4",2,"2022-04-02_am","evo","2022-04-02_am_evo4"
"1205",1205,"2022-04-02","overnight","evo5",1,"2022-04-02_am","evo","2022-04-02_am_evo5"
"1206",1206,"2022-04-02","overnight","rap1",5,"2022-04-02_am","anc","2022-04-02_am_rap1"
"1207",1207,"2022-04-02","overnight","rap2",17,"2022-04-02_am","anc","2022-04-02_am_rap2"
"1208",1208,"2022-04-02","overnight","rap3",24,"2022-04-02_am","anc","2022-04-02_am_rap3"
"1209",1209,"2022-04-02","overnight","rap4",8,"2022-04-02_am","anc","2022-04-02_am_rap4"
"1210",1210,"2022-04-02","overnight","rap5",14,"2022-04-02_am","anc","2022-04-02_am_rap5"
"1211",1211,"2022-04-02","daytime","evo1",5,"2022-04-02_pm","evo","2022-04-02_pm_evo1"
"1212",1212,"2022-04-02","daytime","evo2",4,"2022-04-02_pm","evo","2022-04-02_pm_evo2"
"1213",1213,"2022-04-02","daytime","evo3",4,"2022-04-02_pm","evo","2022-04-02_pm_evo3"
"1214",1214,"2022-04-02","daytime","evo4",6,"2022-04-02_pm","evo","2022-04-02_pm_evo4"
"1215",1215,"2022-04-02","daytime","evo5",5,"2022-04-02_pm","evo","2022-04-02_pm_evo5"
"1216",1216,"2022-04-02","daytime","rap1",26,"2022-04-02_pm","anc","2022-04-02_pm_rap1"
"1217",1217,"2022-04-02","daytime","rap2",26,"2022-04-02_pm","anc","2022-04-02_pm_rap2"
"1218",1218,"2022-04-02","daytime","rap3",26,"2022-04-02_pm","anc","2022-04-02_pm_rap3"
"1219",1219,"2022-04-02","daytime","rap4",6,"2022-04-02_pm","anc","2022-04-02_pm_rap4"
"1220",1220,"2022-04-02","daytime","rap5",15,"2022-04-02_pm","anc","2022-04-02_pm_rap5"
"1221",1221,"2022-04-03","overnight","evo1",3,"2022-04-03_am","evo","2022-04-03_am_evo1"
"1222",1222,"2022-04-03","overnight","evo2",0,"2022-04-03_am","evo","2022-04-03_am_evo2"
"1223",1223,"2022-04-03","overnight","evo3",3,"2022-04-03_am","evo","2022-04-03_am_evo3"
"1224",1224,"2022-04-03","overnight","evo4",1,"2022-04-03_am","evo","2022-04-03_am_evo4"
"1225",1225,"2022-04-03","overnight","evo5",2,"2022-04-03_am","evo","2022-04-03_am_evo5"
"1226",1226,"2022-04-03","overnight","rap1",17,"2022-04-03_am","anc","2022-04-03_am_rap1"
"1227",1227,"2022-04-03","overnight","rap2",25,"2022-04-03_am","anc","2022-04-03_am_rap2"
"1228",1228,"2022-04-03","overnight","rap3",15,"2022-04-03_am","anc","2022-04-03_am_rap3"
"1229",1229,"2022-04-03","overnight","rap4",4,"2022-04-03_am","anc","2022-04-03_am_rap4"
"1230",1230,"2022-04-03","overnight","rap5",9,"2022-04-03_am","anc","2022-04-03_am_rap5"
"1231",1231,"2022-04-03","daytime","evo1",3,"2022-04-03_pm","evo","2022-04-03_pm_evo1"
"1232",1232,"2022-04-03","daytime","evo2",1,"2022-04-03_pm","evo","2022-04-03_pm_evo2"
"1233",1233,"2022-04-03","daytime","evo3",11,"2022-04-03_pm","evo","2022-04-03_pm_evo3"
"1234",1234,"2022-04-03","daytime","evo4",8,"2022-04-03_pm","evo","2022-04-03_pm_evo4"
"1235",1235,"2022-04-03","daytime","evo5",7,"2022-04-03_pm","evo","2022-04-03_pm_evo5"
"1236",1236,"2022-04-03","daytime","rap1",32,"2022-04-03_pm","anc","2022-04-03_pm_rap1"
"1237",1237,"2022-04-03","daytime","rap2",30,"2022-04-03_pm","anc","2022-04-03_pm_rap2"
"1238",1238,"2022-04-03","daytime","rap3",22,"2022-04-03_pm","anc","2022-04-03_pm_rap3"
"1239",1239,"2022-04-03","daytime","rap4",11,"2022-04-03_pm","anc","2022-04-03_pm_rap4"
"1240",1240,"2022-04-03","daytime","rap5",7,"2022-04-03_pm","anc","2022-04-03_pm_rap5"
"1241",1241,"2022-04-04","overnight","evo1",5,"2022-04-04_am","evo","2022-04-04_am_evo1"
"1242",1242,"2022-04-04","overnight","evo2",1,"2022-04-04_am","evo","2022-04-04_am_evo2"
"1243",1243,"2022-04-04","overnight","evo3",1,"2022-04-04_am","evo","2022-04-04_am_evo3"
"1244",1244,"2022-04-04","overnight","evo4",3,"2022-04-04_am","evo","2022-04-04_am_evo4"
"1245",1245,"2022-04-04","overnight","evo5",4,"2022-04-04_am","evo","2022-04-04_am_evo5"
"1246",1246,"2022-04-04","overnight","rap1",15,"2022-04-04_am","anc","2022-04-04_am_rap1"
"1247",1247,"2022-04-04","overnight","rap2",5,"2022-04-04_am","anc","2022-04-04_am_rap2"
"1248",1248,"2022-04-04","overnight","rap3",22,"2022-04-04_am","anc","2022-04-04_am_rap3"
"1249",1249,"2022-04-04","overnight","rap4",3,"2022-04-04_am","anc","2022-04-04_am_rap4"
"1250",1250,"2022-04-04","overnight","rap5",4,"2022-04-04_am","anc","2022-04-04_am_rap5"
"1251",1251,"2022-04-04","daytime","evo1",1,"2022-04-04_pm","evo","2022-04-04_pm_evo1"
"1252",1252,"2022-04-04","daytime","evo2",0,"2022-04-04_pm","evo","2022-04-04_pm_evo2"
"1253",1253,"2022-04-04","daytime","evo3",1,"2022-04-04_pm","evo","2022-04-04_pm_evo3"
"1254",1254,"2022-04-04","daytime","evo4",1,"2022-04-04_pm","evo","2022-04-04_pm_evo4"
"1255",1255,"2022-04-04","daytime","evo5",1,"2022-04-04_pm","evo","2022-04-04_pm_evo5"
"1256",1256,"2022-04-04","daytime","rap1",17,"2022-04-04_pm","anc","2022-04-04_pm_rap1"
"1257",1257,"2022-04-04","daytime","rap2",20,"2022-04-04_pm","anc","2022-04-04_pm_rap2"
"1258",1258,"2022-04-04","daytime","rap3",6,"2022-04-04_pm","anc","2022-04-04_pm_rap3"
"1259",1259,"2022-04-04","daytime","rap4",5,"2022-04-04_pm","anc","2022-04-04_pm_rap4"
"1260",1260,"2022-04-04","daytime","rap5",8,"2022-04-04_pm","anc","2022-04-04_pm_rap5"
"1261",1261,"2022-04-05","overnight","evo1",5,"2022-04-05_am","evo","2022-04-05_am_evo1"
"1262",1262,"2022-04-05","overnight","evo2",1,"2022-04-05_am","evo","2022-04-05_am_evo2"
"1263",1263,"2022-04-05","overnight","evo3",0,"2022-04-05_am","evo","2022-04-05_am_evo3"
"1264",1264,"2022-04-05","overnight","evo4",4,"2022-04-05_am","evo","2022-04-05_am_evo4"
"1265",1265,"2022-04-05","overnight","evo5",4,"2022-04-05_am","evo","2022-04-05_am_evo5"
"1266",1266,"2022-04-05","overnight","rap1",20,"2022-04-05_am","anc","2022-04-05_am_rap1"
"1267",1267,"2022-04-05","overnight","rap2",18,"2022-04-05_am","anc","2022-04-05_am_rap2"
"1268",1268,"2022-04-05","overnight","rap3",12,"2022-04-05_am","anc","2022-04-05_am_rap3"
"1269",1269,"2022-04-05","overnight","rap4",4,"2022-04-05_am","anc","2022-04-05_am_rap4"
"1270",1270,"2022-04-05","overnight","rap5",1,"2022-04-05_am","anc","2022-04-05_am_rap5"
"1271",1271,"2022-04-05","daytime","evo1",3,"2022-04-05_pm","evo","2022-04-05_pm_evo1"
"1272",1272,"2022-04-05","daytime","evo2",0,"2022-04-05_pm","evo","2022-04-05_pm_evo2"
"1273",1273,"2022-04-05","daytime","evo3",1,"2022-04-05_pm","evo","2022-04-05_pm_evo3"
"1274",1274,"2022-04-05","daytime","evo4",5,"2022-04-05_pm","evo","2022-04-05_pm_evo4"
"1275",1275,"2022-04-05","daytime","evo5",7,"2022-04-05_pm","evo","2022-04-05_pm_evo5"
"1276",1276,"2022-04-05","daytime","rap1",0,"2022-04-05_pm","anc","2022-04-05_pm_rap1"
"1277",1277,"2022-04-05","daytime","rap2",15,"2022-04-05_pm","anc","2022-04-05_pm_rap2"
"1278",1278,"2022-04-05","daytime","rap3",30,"2022-04-05_pm","anc","2022-04-05_pm_rap3"
"1279",1279,"2022-04-05","daytime","rap4",7,"2022-04-05_pm","anc","2022-04-05_pm_rap4"
"1280",1280,"2022-04-05","daytime","rap5",18,"2022-04-05_pm","anc","2022-04-05_pm_rap5"
"1281",1281,"2022-04-06","overnight","evo1",3,"2022-04-06_am","evo","2022-04-06_am_evo1"
"1282",1282,"2022-04-06","overnight","evo2",0,"2022-04-06_am","evo","2022-04-06_am_evo2"
"1283",1283,"2022-04-06","overnight","evo3",1,"2022-04-06_am","evo","2022-04-06_am_evo3"
"1284",1284,"2022-04-06","overnight","evo4",0,"2022-04-06_am","evo","2022-04-06_am_evo4"
"1285",1285,"2022-04-06","overnight","evo5",2,"2022-04-06_am","evo","2022-04-06_am_evo5"
"1286",1286,"2022-04-06","overnight","rap1",0,"2022-04-06_am","anc","2022-04-06_am_rap1"
"1287",1287,"2022-04-06","overnight","rap2",21,"2022-04-06_am","anc","2022-04-06_am_rap2"
"1288",1288,"2022-04-06","overnight","rap3",12,"2022-04-06_am","anc","2022-04-06_am_rap3"
"1289",1289,"2022-04-06","overnight","rap4",8,"2022-04-06_am","anc","2022-04-06_am_rap4"
"1290",1290,"2022-04-06","overnight","rap5",4,"2022-04-06_am","anc","2022-04-06_am_rap5"
