"","X","date","time","pop","eggs","date_time","pop_type","date_time_pop"
"543",483,"2022-02-28","overnight","evo3",43,"2022-02-28_am","evo","2022-02-28_am_evo3"
"544",484,"2022-02-28","overnight","evo4",23,"2022-02-28_am","evo","2022-02-28_am_evo4"
"545",485,"2022-02-28","overnight","evo5",37,"2022-02-28_am","evo","2022-02-28_am_evo5"
"546",486,"2022-02-28","overnight","rap1",76,"2022-02-28_am","anc","2022-02-28_am_rap1"
"547",487,"2022-02-28","overnight","rap2",43,"2022-02-28_am","anc","2022-02-28_am_rap2"
"548",488,"2022-02-28","overnight","rap3",57,"2022-02-28_am","anc","2022-02-28_am_rap3"
"549",489,"2022-02-28","overnight","rap4",56,"2022-02-28_am","anc","2022-02-28_am_rap4"
"550",490,"2022-02-28","overnight","rap5",45,"2022-02-28_am","anc","2022-02-28_am_rap5"
"551",491,"2022-02-28","daytime","evo1",69,"2022-02-28_pm","evo","2022-02-28_pm_evo1"
"552",492,"2022-02-28","daytime","evo2",48,"2022-02-28_pm","evo","2022-02-28_pm_evo2"
"553",493,"2022-02-28","daytime","evo3",63,"2022-02-28_pm","evo","2022-02-28_pm_evo3"
"554",494,"2022-02-28","daytime","evo4",89,"2022-02-28_pm","evo","2022-02-28_pm_evo4"
"555",495,"2022-02-28","daytime","evo5",54,"2022-02-28_pm","evo","2022-02-28_pm_evo5"
"556",496,"2022-02-28","daytime","rap1",51,"2022-02-28_pm","anc","2022-02-28_pm_rap1"
"557",497,"2022-02-28","daytime","rap2",45,"2022-02-28_pm","anc","2022-02-28_pm_rap2"
"558",498,"2022-02-28","daytime","rap3",47,"2022-02-28_pm","anc","2022-02-28_pm_rap3"
"559",499,"2022-02-28","daytime","rap4",50,"2022-02-28_pm","anc","2022-02-28_pm_rap4"
"560",500,"2022-02-28","daytime","rap5",77,"2022-02-28_pm","anc","2022-02-28_pm_rap5"
"561",501,"2022-03-01","overnight","evo1",46,"2022-03-01_am","evo","2022-03-01_am_evo1"
"562",502,"2022-03-01","overnight","evo2",26,"2022-03-01_am","evo","2022-03-01_am_evo2"
"563",503,"2022-03-01","overnight","evo3",23,"2022-03-01_am","evo","2022-03-01_am_evo3"
"564",504,"2022-03-01","overnight","evo4",25,"2022-03-01_am","evo","2022-03-01_am_evo4"
"565",505,"2022-03-01","overnight","evo5",49,"2022-03-01_am","evo","2022-03-01_am_evo5"
"566",506,"2022-03-01","overnight","rap1",70,"2022-03-01_am","anc","2022-03-01_am_rap1"
"567",507,"2022-03-01","overnight","rap2",76,"2022-03-01_am","anc","2022-03-01_am_rap2"
"568",508,"2022-03-01","overnight","rap3",80,"2022-03-01_am","anc","2022-03-01_am_rap3"
"569",509,"2022-03-01","overnight","rap4",59,"2022-03-01_am","anc","2022-03-01_am_rap4"
"570",510,"2022-03-01","overnight","rap5",33,"2022-03-01_am","anc","2022-03-01_am_rap5"
"571",511,"2022-03-01","daytime","evo1",91,"2022-03-01_pm","evo","2022-03-01_pm_evo1"
"572",512,"2022-03-01","daytime","evo2",65,"2022-03-01_pm","evo","2022-03-01_pm_evo2"
"573",513,"2022-03-01","daytime","evo3",60,"2022-03-01_pm","evo","2022-03-01_pm_evo3"
"574",514,"2022-03-01","daytime","evo4",47,"2022-03-01_pm","evo","2022-03-01_pm_evo4"
"575",515,"2022-03-01","daytime","evo5",18,"2022-03-01_pm","evo","2022-03-01_pm_evo5"
"576",516,"2022-03-01","daytime","rap1",22,"2022-03-01_pm","anc","2022-03-01_pm_rap1"
"577",517,"2022-03-01","daytime","rap2",50,"2022-03-01_pm","anc","2022-03-01_pm_rap2"
"578",518,"2022-03-01","daytime","rap3",33,"2022-03-01_pm","anc","2022-03-01_pm_rap3"
"579",519,"2022-03-01","daytime","rap4",32,"2022-03-01_pm","anc","2022-03-01_pm_rap4"
"580",520,"2022-03-01","daytime","rap5",41,"2022-03-01_pm","anc","2022-03-01_pm_rap5"
"581",521,"2022-03-02","overnight","evo1",27,"2022-03-02_am","evo","2022-03-02_am_evo1"
"582",522,"2022-03-02","overnight","evo2",23,"2022-03-02_am","evo","2022-03-02_am_evo2"
"583",523,"2022-03-02","overnight","evo3",38,"2022-03-02_am","evo","2022-03-02_am_evo3"
"584",524,"2022-03-02","overnight","evo4",41,"2022-03-02_am","evo","2022-03-02_am_evo4"
"585",525,"2022-03-02","overnight","evo5",52,"2022-03-02_am","evo","2022-03-02_am_evo5"
"586",526,"2022-03-02","overnight","rap1",101,"2022-03-02_am","anc","2022-03-02_am_rap1"
"587",527,"2022-03-02","overnight","rap2",63,"2022-03-02_am","anc","2022-03-02_am_rap2"
"588",528,"2022-03-02","overnight","rap3",66,"2022-03-02_am","anc","2022-03-02_am_rap3"
"589",529,"2022-03-02","overnight","rap4",102,"2022-03-02_am","anc","2022-03-02_am_rap4"
"590",530,"2022-03-02","overnight","rap5",46,"2022-03-02_am","anc","2022-03-02_am_rap5"
"591",531,"2022-03-02","daytime","evo1",81,"2022-03-02_pm","evo","2022-03-02_pm_evo1"
"592",532,"2022-03-02","daytime","evo2",44,"2022-03-02_pm","evo","2022-03-02_pm_evo2"
"593",533,"2022-03-02","daytime","evo3",40,"2022-03-02_pm","evo","2022-03-02_pm_evo3"
"594",534,"2022-03-02","daytime","evo4",29,"2022-03-02_pm","evo","2022-03-02_pm_evo4"
"595",535,"2022-03-02","daytime","evo5",23,"2022-03-02_pm","evo","2022-03-02_pm_evo5"
"596",536,"2022-03-02","daytime","rap1",44,"2022-03-02_pm","anc","2022-03-02_pm_rap1"
"597",537,"2022-03-02","daytime","rap2",32,"2022-03-02_pm","anc","2022-03-02_pm_rap2"
"598",538,"2022-03-02","daytime","rap3",41,"2022-03-02_pm","anc","2022-03-02_pm_rap3"
"599",539,"2022-03-02","daytime","rap4",31,"2022-03-02_pm","anc","2022-03-02_pm_rap4"
"600",540,"2022-03-02","daytime","rap5",42,"2022-03-02_pm","anc","2022-03-02_pm_rap5"
"601",541,"2022-03-03","overnight","evo1",28,"2022-03-03_am","evo","2022-03-03_am_evo1"
"602",542,"2022-03-03","overnight","evo2",30,"2022-03-03_am","evo","2022-03-03_am_evo2"
"603",543,"2022-03-03","overnight","evo3",25,"2022-03-03_am","evo","2022-03-03_am_evo3"
"604",544,"2022-03-03","overnight","evo4",30,"2022-03-03_am","evo","2022-03-03_am_evo4"
"605",545,"2022-03-03","overnight","evo5",40,"2022-03-03_am","evo","2022-03-03_am_evo5"
"606",546,"2022-03-03","overnight","rap1",72,"2022-03-03_am","anc","2022-03-03_am_rap1"
"607",547,"2022-03-03","overnight","rap2",73,"2022-03-03_am","anc","2022-03-03_am_rap2"
"608",548,"2022-03-03","overnight","rap3",48,"2022-03-03_am","anc","2022-03-03_am_rap3"
"609",549,"2022-03-03","overnight","rap4",57,"2022-03-03_am","anc","2022-03-03_am_rap4"
"610",550,"2022-03-03","overnight","rap5",60,"2022-03-03_am","anc","2022-03-03_am_rap5"
"611",551,"2022-03-03","daytime","evo1",82,"2022-03-03_pm","evo","2022-03-03_pm_evo1"
"612",552,"2022-03-03","daytime","evo2",52,"2022-03-03_pm","evo","2022-03-03_pm_evo2"
"613",553,"2022-03-03","daytime","evo3",57,"2022-03-03_pm","evo","2022-03-03_pm_evo3"
"614",554,"2022-03-03","daytime","evo4",34,"2022-03-03_pm","evo","2022-03-03_pm_evo4"
"615",555,"2022-03-03","daytime","evo5",30,"2022-03-03_pm","evo","2022-03-03_pm_evo5"
"616",556,"2022-03-03","daytime","rap1",43,"2022-03-03_pm","anc","2022-03-03_pm_rap1"
"617",557,"2022-03-03","daytime","rap2",50,"2022-03-03_pm","anc","2022-03-03_pm_rap2"
"618",558,"2022-03-03","daytime","rap3",31,"2022-03-03_pm","anc","2022-03-03_pm_rap3"
"619",559,"2022-03-03","daytime","rap4",33,"2022-03-03_pm","anc","2022-03-03_pm_rap4"
"620",560,"2022-03-03","daytime","rap5",36,"2022-03-03_pm","anc","2022-03-03_pm_rap5"
"621",561,"2022-03-04","overnight","evo1",58,"2022-03-04_am","evo","2022-03-04_am_evo1"
"622",562,"2022-03-04","overnight","evo2",31,"2022-03-04_am","evo","2022-03-04_am_evo2"
"623",563,"2022-03-04","overnight","evo3",39,"2022-03-04_am","evo","2022-03-04_am_evo3"
"624",564,"2022-03-04","overnight","evo4",43,"2022-03-04_am","evo","2022-03-04_am_evo4"
"625",565,"2022-03-04","overnight","evo5",49,"2022-03-04_am","evo","2022-03-04_am_evo5"
"626",566,"2022-03-04","overnight","rap1",73,"2022-03-04_am","anc","2022-03-04_am_rap1"
"627",567,"2022-03-04","overnight","rap2",68,"2022-03-04_am","anc","2022-03-04_am_rap2"
"628",568,"2022-03-04","overnight","rap3",82,"2022-03-04_am","anc","2022-03-04_am_rap3"
"629",569,"2022-03-04","overnight","rap4",80,"2022-03-04_am","anc","2022-03-04_am_rap4"
"630",570,"2022-03-04","overnight","rap5",34,"2022-03-04_am","anc","2022-03-04_am_rap5"
"631",571,"2022-03-04","daytime","evo1",72,"2022-03-04_pm","evo","2022-03-04_pm_evo1"
"632",572,"2022-03-04","daytime","evo2",50,"2022-03-04_pm","evo","2022-03-04_pm_evo2"
"633",573,"2022-03-04","daytime","evo3",31,"2022-03-04_pm","evo","2022-03-04_pm_evo3"
"634",574,"2022-03-04","daytime","evo4",41,"2022-03-04_pm","evo","2022-03-04_pm_evo4"
"635",575,"2022-03-04","daytime","evo5",18,"2022-03-04_pm","evo","2022-03-04_pm_evo5"
"636",576,"2022-03-04","daytime","rap1",41,"2022-03-04_pm","anc","2022-03-04_pm_rap1"
"637",577,"2022-03-04","daytime","rap2",41,"2022-03-04_pm","anc","2022-03-04_pm_rap2"
"638",578,"2022-03-04","daytime","rap3",51,"2022-03-04_pm","anc","2022-03-04_pm_rap3"
"639",579,"2022-03-04","daytime","rap4",72,"2022-03-04_pm","anc","2022-03-04_pm_rap4"
"640",580,"2022-03-04","daytime","rap5",63,"2022-03-04_pm","anc","2022-03-04_pm_rap5"
"641",581,"2022-03-05","overnight","evo1",22,"2022-03-05_am","evo","2022-03-05_am_evo1"
"642",582,"2022-03-05","overnight","evo2",15,"2022-03-05_am","evo","2022-03-05_am_evo2"
"643",583,"2022-03-05","overnight","evo3",19,"2022-03-05_am","evo","2022-03-05_am_evo3"
"644",584,"2022-03-05","overnight","evo4",34,"2022-03-05_am","evo","2022-03-05_am_evo4"
"645",585,"2022-03-05","overnight","evo5",16,"2022-03-05_am","evo","2022-03-05_am_evo5"
"646",586,"2022-03-05","overnight","rap1",76,"2022-03-05_am","anc","2022-03-05_am_rap1"
"647",587,"2022-03-05","overnight","rap2",34,"2022-03-05_am","anc","2022-03-05_am_rap2"
"648",588,"2022-03-05","overnight","rap3",43,"2022-03-05_am","anc","2022-03-05_am_rap3"
"649",589,"2022-03-05","overnight","rap4",52,"2022-03-05_am","anc","2022-03-05_am_rap4"
"650",590,"2022-03-05","overnight","rap5",44,"2022-03-05_am","anc","2022-03-05_am_rap5"
"651",591,"2022-03-05","daytime","evo1",66,"2022-03-05_pm","evo","2022-03-05_pm_evo1"
"652",592,"2022-03-05","daytime","evo2",47,"2022-03-05_pm","evo","2022-03-05_pm_evo2"
"653",593,"2022-03-05","daytime","evo3",37,"2022-03-05_pm","evo","2022-03-05_pm_evo3"
"654",594,"2022-03-05","daytime","evo4",27,"2022-03-05_pm","evo","2022-03-05_pm_evo4"
"655",595,"2022-03-05","daytime","evo5",40,"2022-03-05_pm","evo","2022-03-05_pm_evo5"
"656",596,"2022-03-05","daytime","rap1",36,"2022-03-05_pm","anc","2022-03-05_pm_rap1"
"657",597,"2022-03-05","daytime","rap2",34,"2022-03-05_pm","anc","2022-03-05_pm_rap2"
"658",598,"2022-03-05","daytime","rap3",26,"2022-03-05_pm","anc","2022-03-05_pm_rap3"
"659",599,"2022-03-05","daytime","rap4",25,"2022-03-05_pm","anc","2022-03-05_pm_rap4"
"660",600,"2022-03-05","daytime","rap5",37,"2022-03-05_pm","anc","2022-03-05_pm_rap5"
"661",601,"2022-03-06","overnight","evo1",38,"2022-03-06_am","evo","2022-03-06_am_evo1"
"662",602,"2022-03-06","overnight","evo2",28,"2022-03-06_am","evo","2022-03-06_am_evo2"
"663",603,"2022-03-06","overnight","evo3",15,"2022-03-06_am","evo","2022-03-06_am_evo3"
"664",604,"2022-03-06","overnight","evo4",22,"2022-03-06_am","evo","2022-03-06_am_evo4"
"665",605,"2022-03-06","overnight","evo5",12,"2022-03-06_am","evo","2022-03-06_am_evo5"
"666",606,"2022-03-06","overnight","rap1",86,"2022-03-06_am","anc","2022-03-06_am_rap1"
"667",607,"2022-03-06","overnight","rap2",81,"2022-03-06_am","anc","2022-03-06_am_rap2"
"668",608,"2022-03-06","overnight","rap3",102,"2022-03-06_am","anc","2022-03-06_am_rap3"
"669",609,"2022-03-06","overnight","rap4",117,"2022-03-06_am","anc","2022-03-06_am_rap4"
"670",610,"2022-03-06","overnight","rap5",50,"2022-03-06_am","anc","2022-03-06_am_rap5"
"671",611,"2022-03-06","daytime","evo1",77,"2022-03-06_pm","evo","2022-03-06_pm_evo1"
"672",612,"2022-03-06","daytime","evo2",44,"2022-03-06_pm","evo","2022-03-06_pm_evo2"
"673",613,"2022-03-06","daytime","evo3",27,"2022-03-06_pm","evo","2022-03-06_pm_evo3"
"674",614,"2022-03-06","daytime","evo4",49,"2022-03-06_pm","evo","2022-03-06_pm_evo4"
"675",615,"2022-03-06","daytime","evo5",31,"2022-03-06_pm","evo","2022-03-06_pm_evo5"
"676",616,"2022-03-06","daytime","rap1",50,"2022-03-06_pm","anc","2022-03-06_pm_rap1"
"677",617,"2022-03-06","daytime","rap2",35,"2022-03-06_pm","anc","2022-03-06_pm_rap2"
"678",618,"2022-03-06","daytime","rap3",34,"2022-03-06_pm","anc","2022-03-06_pm_rap3"
"679",619,"2022-03-06","daytime","rap4",56,"2022-03-06_pm","anc","2022-03-06_pm_rap4"
"680",620,"2022-03-06","daytime","rap5",56,"2022-03-06_pm","anc","2022-03-06_pm_rap5"
"681",621,"2022-03-07","overnight","evo1",43,"2022-03-07_am","evo","2022-03-07_am_evo1"
"682",622,"2022-03-07","overnight","evo2",19,"2022-03-07_am","evo","2022-03-07_am_evo2"
"683",623,"2022-03-07","overnight","evo3",11,"2022-03-07_am","evo","2022-03-07_am_evo3"
"684",624,"2022-03-07","overnight","evo4",27,"2022-03-07_am","evo","2022-03-07_am_evo4"
"685",625,"2022-03-07","overnight","evo5",47,"2022-03-07_am","evo","2022-03-07_am_evo5"
"686",626,"2022-03-07","overnight","rap1",89,"2022-03-07_am","anc","2022-03-07_am_rap1"
"687",627,"2022-03-07","overnight","rap2",53,"2022-03-07_am","anc","2022-03-07_am_rap2"
"688",628,"2022-03-07","overnight","rap3",99,"2022-03-07_am","anc","2022-03-07_am_rap3"
"689",629,"2022-03-07","overnight","rap4",93,"2022-03-07_am","anc","2022-03-07_am_rap4"
"690",630,"2022-03-07","overnight","rap5",60,"2022-03-07_am","anc","2022-03-07_am_rap5"
"691",631,"2022-03-07","daytime","evo1",52,"2022-03-07_pm","evo","2022-03-07_pm_evo1"
"692",632,"2022-03-07","daytime","evo2",47,"2022-03-07_pm","evo","2022-03-07_pm_evo2"
"693",633,"2022-03-07","daytime","evo3",40,"2022-03-07_pm","evo","2022-03-07_pm_evo3"
"694",634,"2022-03-07","daytime","evo4",30,"2022-03-07_pm","evo","2022-03-07_pm_evo4"
"695",635,"2022-03-07","daytime","evo5",37,"2022-03-07_pm","evo","2022-03-07_pm_evo5"
"696",636,"2022-03-07","daytime","rap1",73,"2022-03-07_pm","anc","2022-03-07_pm_rap1"
"697",637,"2022-03-07","daytime","rap2",54,"2022-03-07_pm","anc","2022-03-07_pm_rap2"
"698",638,"2022-03-07","daytime","rap3",60,"2022-03-07_pm","anc","2022-03-07_pm_rap3"
"699",639,"2022-03-07","daytime","rap4",55,"2022-03-07_pm","anc","2022-03-07_pm_rap4"
"700",640,"2022-03-07","daytime","rap5",66,"2022-03-07_pm","anc","2022-03-07_pm_rap5"
"701",641,"2022-03-08","overnight","evo1",31,"2022-03-08_am","evo","2022-03-08_am_evo1"
"702",642,"2022-03-08","overnight","evo2",10,"2022-03-08_am","evo","2022-03-08_am_evo2"
"703",643,"2022-03-08","overnight","evo3",10,"2022-03-08_am","evo","2022-03-08_am_evo3"
"704",644,"2022-03-08","overnight","evo4",26,"2022-03-08_am","evo","2022-03-08_am_evo4"
"705",645,"2022-03-08","overnight","evo5",15,"2022-03-08_am","evo","2022-03-08_am_evo5"
"706",646,"2022-03-08","overnight","rap1",16,"2022-03-08_am","anc","2022-03-08_am_rap1"
"707",647,"2022-03-08","overnight","rap2",57,"2022-03-08_am","anc","2022-03-08_am_rap2"
"708",648,"2022-03-08","overnight","rap3",41,"2022-03-08_am","anc","2022-03-08_am_rap3"
"709",649,"2022-03-08","overnight","rap4",58,"2022-03-08_am","anc","2022-03-08_am_rap4"
"710",650,"2022-03-08","overnight","rap5",51,"2022-03-08_am","anc","2022-03-08_am_rap5"
"711",651,"2022-03-08","daytime","evo1",24,"2022-03-08_pm","evo","2022-03-08_pm_evo1"
"712",652,"2022-03-08","daytime","evo2",27,"2022-03-08_pm","evo","2022-03-08_pm_evo2"
"713",653,"2022-03-08","daytime","evo3",17,"2022-03-08_pm","evo","2022-03-08_pm_evo3"
"714",654,"2022-03-08","daytime","evo4",18,"2022-03-08_pm","evo","2022-03-08_pm_evo4"
"715",655,"2022-03-08","daytime","evo5",18,"2022-03-08_pm","evo","2022-03-08_pm_evo5"
"716",656,"2022-03-08","daytime","rap1",45,"2022-03-08_pm","anc","2022-03-08_pm_rap1"
"717",657,"2022-03-08","daytime","rap2",41,"2022-03-08_pm","anc","2022-03-08_pm_rap2"
"718",658,"2022-03-08","daytime","rap3",20,"2022-03-08_pm","anc","2022-03-08_pm_rap3"
"719",659,"2022-03-08","daytime","rap4",19,"2022-03-08_pm","anc","2022-03-08_pm_rap4"
"720",660,"2022-03-08","daytime","rap5",22,"2022-03-08_pm","anc","2022-03-08_pm_rap5"
"721",661,"2022-03-09","overnight","evo1",20,"2022-03-09_am","evo","2022-03-09_am_evo1"
"722",662,"2022-03-09","overnight","evo2",17,"2022-03-09_am","evo","2022-03-09_am_evo2"
"723",663,"2022-03-09","overnight","evo3",26,"2022-03-09_am","evo","2022-03-09_am_evo3"
"724",664,"2022-03-09","overnight","evo4",32,"2022-03-09_am","evo","2022-03-09_am_evo4"
"725",665,"2022-03-09","overnight","evo5",23,"2022-03-09_am","evo","2022-03-09_am_evo5"
"726",666,"2022-03-09","overnight","rap1",70,"2022-03-09_am","anc","2022-03-09_am_rap1"
"727",667,"2022-03-09","overnight","rap2",22,"2022-03-09_am","anc","2022-03-09_am_rap2"
"728",668,"2022-03-09","overnight","rap3",37,"2022-03-09_am","anc","2022-03-09_am_rap3"
"729",669,"2022-03-09","overnight","rap4",61,"2022-03-09_am","anc","2022-03-09_am_rap4"
"730",670,"2022-03-09","overnight","rap5",65,"2022-03-09_am","anc","2022-03-09_am_rap5"
"731",671,"2022-03-09","daytime","evo1",26,"2022-03-09_pm","evo","2022-03-09_pm_evo1"
"732",672,"2022-03-09","daytime","evo2",46,"2022-03-09_pm","evo","2022-03-09_pm_evo2"
"733",673,"2022-03-09","daytime","evo3",14,"2022-03-09_pm","evo","2022-03-09_pm_evo3"
"734",674,"2022-03-09","daytime","evo4",22,"2022-03-09_pm","evo","2022-03-09_pm_evo4"
"735",675,"2022-03-09","daytime","evo5",24,"2022-03-09_pm","evo","2022-03-09_pm_evo5"
"736",676,"2022-03-09","daytime","rap1",53,"2022-03-09_pm","anc","2022-03-09_pm_rap1"
"737",677,"2022-03-09","daytime","rap2",76,"2022-03-09_pm","anc","2022-03-09_pm_rap2"
"738",678,"2022-03-09","daytime","rap3",52,"2022-03-09_pm","anc","2022-03-09_pm_rap3"
"739",679,"2022-03-09","daytime","rap4",28,"2022-03-09_pm","anc","2022-03-09_pm_rap4"
"740",680,"2022-03-09","daytime","rap5",28,"2022-03-09_pm","anc","2022-03-09_pm_rap5"
"741",681,"2022-03-10","overnight","evo1",17,"2022-03-10_am","evo","2022-03-10_am_evo1"
"742",682,"2022-03-10","overnight","evo2",10,"2022-03-10_am","evo","2022-03-10_am_evo2"
"743",683,"2022-03-10","overnight","evo3",12,"2022-03-10_am","evo","2022-03-10_am_evo3"
"744",684,"2022-03-10","overnight","evo4",22,"2022-03-10_am","evo","2022-03-10_am_evo4"
"745",685,"2022-03-10","overnight","evo5",15,"2022-03-10_am","evo","2022-03-10_am_evo5"
"746",686,"2022-03-10","overnight","rap1",35,"2022-03-10_am","anc","2022-03-10_am_rap1"
"747",687,"2022-03-10","overnight","rap2",36,"2022-03-10_am","anc","2022-03-10_am_rap2"
"748",688,"2022-03-10","overnight","rap3",97,"2022-03-10_am","anc","2022-03-10_am_rap3"
"749",689,"2022-03-10","overnight","rap4",77,"2022-03-10_am","anc","2022-03-10_am_rap4"
"750",690,"2022-03-10","overnight","rap5",51,"2022-03-10_am","anc","2022-03-10_am_rap5"
"751",691,"2022-03-10","daytime","evo1",20,"2022-03-10_pm","evo","2022-03-10_pm_evo1"
"752",692,"2022-03-10","daytime","evo2",38,"2022-03-10_pm","evo","2022-03-10_pm_evo2"
"753",693,"2022-03-10","daytime","evo3",25,"2022-03-10_pm","evo","2022-03-10_pm_evo3"
"754",694,"2022-03-10","daytime","evo4",34,"2022-03-10_pm","evo","2022-03-10_pm_evo4"
"755",695,"2022-03-10","daytime","evo5",13,"2022-03-10_pm","evo","2022-03-10_pm_evo5"
"756",696,"2022-03-10","daytime","rap1",32,"2022-03-10_pm","anc","2022-03-10_pm_rap1"
"757",697,"2022-03-10","daytime","rap2",32,"2022-03-10_pm","anc","2022-03-10_pm_rap2"
"758",698,"2022-03-10","daytime","rap3",13,"2022-03-10_pm","anc","2022-03-10_pm_rap3"
"759",699,"2022-03-10","daytime","rap4",7,"2022-03-10_pm","anc","2022-03-10_pm_rap4"
"760",700,"2022-03-10","daytime","rap5",33,"2022-03-10_pm","anc","2022-03-10_pm_rap5"
"761",701,"2022-03-11","overnight","evo1",37,"2022-03-11_am","evo","2022-03-11_am_evo1"
"762",702,"2022-03-11","overnight","evo2",7,"2022-03-11_am","evo","2022-03-11_am_evo2"
"763",703,"2022-03-11","overnight","evo3",9,"2022-03-11_am","evo","2022-03-11_am_evo3"
"764",704,"2022-03-11","overnight","evo4",23,"2022-03-11_am","evo","2022-03-11_am_evo4"
"765",705,"2022-03-11","overnight","evo5",42,"2022-03-11_am","evo","2022-03-11_am_evo5"
"766",706,"2022-03-11","overnight","rap1",39,"2022-03-11_am","anc","2022-03-11_am_rap1"
"767",707,"2022-03-11","overnight","rap2",23,"2022-03-11_am","anc","2022-03-11_am_rap2"
"768",708,"2022-03-11","overnight","rap3",18,"2022-03-11_am","anc","2022-03-11_am_rap3"
"769",709,"2022-03-11","overnight","rap4",34,"2022-03-11_am","anc","2022-03-11_am_rap4"
"770",710,"2022-03-11","overnight","rap5",27,"2022-03-11_am","anc","2022-03-11_am_rap5"
"771",711,"2022-03-11","daytime","evo1",23,"2022-03-11_pm","evo","2022-03-11_pm_evo1"
"772",712,"2022-03-11","daytime","evo2",17,"2022-03-11_pm","evo","2022-03-11_pm_evo2"
"773",713,"2022-03-11","daytime","evo3",20,"2022-03-11_pm","evo","2022-03-11_pm_evo3"
"774",714,"2022-03-11","daytime","evo4",19,"2022-03-11_pm","evo","2022-03-11_pm_evo4"
"775",715,"2022-03-11","daytime","evo5",18,"2022-03-11_pm","evo","2022-03-11_pm_evo5"
"776",716,"2022-03-11","daytime","rap1",47,"2022-03-11_pm","anc","2022-03-11_pm_rap1"
"777",717,"2022-03-11","daytime","rap2",38,"2022-03-11_pm","anc","2022-03-11_pm_rap2"
"778",718,"2022-03-11","daytime","rap3",35,"2022-03-11_pm","anc","2022-03-11_pm_rap3"
"779",719,"2022-03-11","daytime","rap4",48,"2022-03-11_pm","anc","2022-03-11_pm_rap4"
"780",720,"2022-03-11","daytime","rap5",57,"2022-03-11_pm","anc","2022-03-11_pm_rap5"
"781",721,"2022-03-12","overnight","evo1",36,"2022-03-12_am","evo","2022-03-12_am_evo1"
"782",722,"2022-03-12","overnight","evo2",22,"2022-03-12_am","evo","2022-03-12_am_evo2"
"783",723,"2022-03-12","overnight","evo3",11,"2022-03-12_am","evo","2022-03-12_am_evo3"
"784",724,"2022-03-12","overnight","evo4",15,"2022-03-12_am","evo","2022-03-12_am_evo4"
"785",725,"2022-03-12","overnight","evo5",4,"2022-03-12_am","evo","2022-03-12_am_evo5"
"786",726,"2022-03-12","overnight","rap1",13,"2022-03-12_am","anc","2022-03-12_am_rap1"
"787",727,"2022-03-12","overnight","rap2",23,"2022-03-12_am","anc","2022-03-12_am_rap2"
"788",728,"2022-03-12","overnight","rap3",41,"2022-03-12_am","anc","2022-03-12_am_rap3"
"789",729,"2022-03-12","overnight","rap4",5,"2022-03-12_am","anc","2022-03-12_am_rap4"
"790",730,"2022-03-12","overnight","rap5",22,"2022-03-12_am","anc","2022-03-12_am_rap5"
"791",731,"2022-03-12","daytime","evo1",56,"2022-03-12_pm","evo","2022-03-12_pm_evo1"
"792",732,"2022-03-12","daytime","evo2",28,"2022-03-12_pm","evo","2022-03-12_pm_evo2"
"793",733,"2022-03-12","daytime","evo3",28,"2022-03-12_pm","evo","2022-03-12_pm_evo3"
"794",734,"2022-03-12","daytime","evo4",27,"2022-03-12_pm","evo","2022-03-12_pm_evo4"
"795",735,"2022-03-12","daytime","evo5",4,"2022-03-12_pm","evo","2022-03-12_pm_evo5"
"796",736,"2022-03-12","daytime","rap1",45,"2022-03-12_pm","anc","2022-03-12_pm_rap1"
"797",737,"2022-03-12","daytime","rap2",78,"2022-03-12_pm","anc","2022-03-12_pm_rap2"
"798",738,"2022-03-12","daytime","rap3",51,"2022-03-12_pm","anc","2022-03-12_pm_rap3"
"799",739,"2022-03-12","daytime","rap4",19,"2022-03-12_pm","anc","2022-03-12_pm_rap4"
"800",740,"2022-03-12","daytime","rap5",73,"2022-03-12_pm","anc","2022-03-12_pm_rap5"
"801",741,"2022-03-13","overnight","evo1",15,"2022-03-13_am","evo","2022-03-13_am_evo1"
"802",742,"2022-03-13","overnight","evo2",4,"2022-03-13_am","evo","2022-03-13_am_evo2"
"803",743,"2022-03-13","overnight","evo3",11,"2022-03-13_am","evo","2022-03-13_am_evo3"
"804",744,"2022-03-13","overnight","evo4",16,"2022-03-13_am","evo","2022-03-13_am_evo4"
"805",745,"2022-03-13","overnight","evo5",11,"2022-03-13_am","evo","2022-03-13_am_evo5"
"806",746,"2022-03-13","overnight","rap1",21,"2022-03-13_am","anc","2022-03-13_am_rap1"
"807",747,"2022-03-13","overnight","rap2",23,"2022-03-13_am","anc","2022-03-13_am_rap2"
"808",748,"2022-03-13","overnight","rap3",45,"2022-03-13_am","anc","2022-03-13_am_rap3"
"809",749,"2022-03-13","overnight","rap4",9,"2022-03-13_am","anc","2022-03-13_am_rap4"
"810",750,"2022-03-13","overnight","rap5",8,"2022-03-13_am","anc","2022-03-13_am_rap5"
"811",751,"2022-03-13","daytime","evo1",22,"2022-03-13_pm","evo","2022-03-13_pm_evo1"
"812",752,"2022-03-13","daytime","evo2",24,"2022-03-13_pm","evo","2022-03-13_pm_evo2"
"813",753,"2022-03-13","daytime","evo3",21,"2022-03-13_pm","evo","2022-03-13_pm_evo3"
"814",754,"2022-03-13","daytime","evo4",15,"2022-03-13_pm","evo","2022-03-13_pm_evo4"
"815",755,"2022-03-13","daytime","evo5",19,"2022-03-13_pm","evo","2022-03-13_pm_evo5"
